,player_id,club_id,name,pretty_name,country_of_birth,country_of_citizenship,date_of_birth,position,sub_position,foot,height_in_cm,url,league_id,market_value,games,minutes_played,goals,assists,wins,draws,losses,yellow_cards,red_cards,age,club_name
0,580276,15,emrehan-gedikli,Emrehan Gedikli,Germany,Germany,2003-04-25,Attack,Centre-Forward,Right,186,https://www.transfermarkt.co.uk/emrehan-gedikli/profil/spieler/580276,L1,900000,1,24,0,0,0,0,1,0,0,18,Bayer 04 Leverkusen
1,368860,18,torben-musel,Torben Musel,Germany,Germany,1999-07-25,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/torben-musel/profil/spieler/368860,L1,270000,0,0,0,0,0,0,0,0,0,21,Borussia Monchengladbach
2,48298,18,lars-stindl,Lars Stindl,Germany,Germany,1988-08-26,Attack,Second Striker,Right,181,https://www.transfermarkt.co.uk/lars-stindl/profil/spieler/48298,L1,4500000,30,1968,14,10,11,10,9,6,0,32,Borussia Monchengladbach
3,96167,24,amin-younes,Amin Younes,Germany,Germany,1993-08-06,Midfield,Attacking Midfield,Right,168,https://www.transfermarkt.co.uk/amin-younes/profil/spieler/96167,L1,9000000,26,1397,3,3,12,8,6,5,0,27,Eintracht Frankfurt
4,472224,24,felix-irorere,Felix Irorere,France,Germany,2002-06-21,Defender,Centre-Back,,195,https://www.transfermarkt.co.uk/felix-irorere/profil/spieler/472224,L1,180000,0,0,0,0,0,0,0,0,0,18,Eintracht Frankfurt
5,125614,533,sargis-adamyan,Sargis Adamyan,Armenia,Armenia,1993-05-23,Attack,Centre-Forward,Right,184,https://www.transfermarkt.co.uk/sargis-adamyan/profil/spieler/125614,L1,3150000,18,471,2,2,7,6,5,2,0,28,Tsg 1899 Hoffenheim
6,223979,82,xaver-schlager,Xaver Schlager,Austria,Austria,1997-09-28,Midfield,Central Midfield,Left,174,https://www.transfermarkt.co.uk/xaver-schlager/profil/spieler/223979,L1,24300000,32,2639,2,4,15,10,7,7,0,23,Vfl Wolfsburg
7,538977,533,georginio-rutter,Georginio Rutter,France,France,2002-04-20,Attack,Centre-Forward,Left,182,https://www.transfermarkt.co.uk/georginio-rutter/profil/spieler/538977,L1,3150000,13,275,1,0,2,4,3,0,0,19,Tsg 1899 Hoffenheim
8,8246,533,philipp-pentke,Philipp Pentke,DDR,Germany,1985-05-01,Goalkeeper,Goalkeeper,Right,191,https://www.transfermarkt.co.uk/philipp-pentke/profil/spieler/8246,L1,270000,3,270,0,0,1,2,0,0,0,36,Tsg 1899 Hoffenheim
9,145866,533,munas-dabbur,Munas Dabbur,Israel,Israel,1992-05-14,Attack,Centre-Forward,Right,182,https://www.transfermarkt.co.uk/munas-dabbur/profil/spieler/145866,L1,5400000,22,998,4,0,7,5,10,2,0,29,Tsg 1899 Hoffenheim
10,52348,533,benjamin-hubner,Benjamin Hubner,Germany,Germany,1989-07-04,Defender,Centre-Back,Left,193,https://www.transfermarkt.co.uk/benjamin-hubner/profil/spieler/52348,L1,1170000,0,0,0,0,0,0,0,0,0,31,Tsg 1899 Hoffenheim
11,161011,24,filip-kostic,Filip Kostic,heutiges Serbien,Serbia,1992-11-01,Midfield,Left Midfield,Left,184,https://www.transfermarkt.co.uk/filip-kostic/profil/spieler/161011,L1,31500000,30,2536,4,17,15,10,5,4,0,28,Eintracht Frankfurt
12,125714,60,mark-flekken,Mark Flekken,Netherlands,Netherlands,1993-06-13,Goalkeeper,Goalkeeper,Both,194,https://www.transfermarkt.co.uk/mark-flekken/profil/spieler/125714,L1,2250000,3,270,0,0,1,1,1,0,0,27,Sc Freiburg
13,45660,27,eric-maxim-choupo-moting,Eric Maxim Choupo Moting,Germany,Cameroon,1989-03-23,Attack,Centre-Forward,Right,191,https://www.transfermarkt.co.uk/eric-maxim-choupo-moting/profil/spieler/45660,L1,3150000,22,812,3,0,16,4,2,2,0,32,Fc Bayern Munchen
14,483046,27,josip-stanisic,Josip Stanisic,,Germany,2000-04-02,Defender,Right-Back,Both,186,https://www.transfermarkt.co.uk/josip-stanisic/profil/spieler/483046,L1,360000,1,90,0,0,0,1,0,0,0,21,Fc Bayern Munchen
15,580195,27,jamal-musiala,Jamal Musiala,Germany,Germany,2003-02-26,Midfield,Attacking Midfield,Right,180,https://www.transfermarkt.co.uk/jamal-musiala/profil/spieler/580195,L1,34200000,26,870,6,1,19,4,3,0,0,18,Fc Bayern Munchen
16,192565,27,leroy-sane,Leroy Sane,Germany,Germany,1996-01-11,Attack,Right Winger,Left,183,https://www.transfermarkt.co.uk/leroy-sane/profil/spieler/192565,L1,54000000,32,1805,6,10,22,6,4,2,0,25,Fc Bayern Munchen
17,159471,27,serge-gnabry,Serge Gnabry,Germany,Germany,1995-07-14,Attack,Right Winger,Right,176,https://www.transfermarkt.co.uk/serge-gnabry/profil/spieler/159471,L1,63000000,27,1655,10,5,21,4,2,4,0,25,Fc Bayern Munchen
18,317444,27,ron-thorben-hoffmann,Ron Thorben Hoffmann,Germany,Germany,1999-04-04,Goalkeeper,Goalkeeper,Right,192,https://www.transfermarkt.co.uk/ron-thorben-hoffmann/profil/spieler/317444,L1,540000,0,0,0,0,0,0,0,0,0,22,Fc Bayern Munchen
19,429987,27,tiago-dantas,Tiago Dantas,Portugal,Portugal,2000-12-24,Midfield,Central Midfield,Right,170,https://www.transfermarkt.co.uk/tiago-dantas/profil/spieler/429987,L1,2700000,2,69,0,0,1,1,0,0,0,20,Fc Bayern Munchen
20,153084,27,leon-goretzka,Leon Goretzka,Germany,Germany,1995-02-06,Midfield,Central Midfield,Right,189,https://www.transfermarkt.co.uk/leon-goretzka/profil/spieler/153084,L1,63000000,24,1706,5,7,17,3,4,2,0,26,Fc Bayern Munchen
21,574569,44,marten-winkler,Marten Winkler,Germany,Germany,2002-10-31,Attack,Centre-Forward,,182,https://www.transfermarkt.co.uk/marten-winkler/profil/spieler/574569,L1,180000,1,1,0,0,0,1,0,0,0,18,Hertha Bsc
22,26485,27,jerome-boateng,Jerome Boateng,Germany,Germany,1988-09-03,Defender,Centre-Back,Right,190,https://www.transfermarkt.co.uk/jerome-boateng/profil/spieler/26485,L1,7650000,29,2378,1,1,21,5,3,6,0,32,Fc Bayern Munchen
23,58358,27,thomas-muller,Thomas Muller,Germany,Germany,1989-09-13,Attack,Second Striker,Right,185,https://www.transfermarkt.co.uk/thomas-muller/profil/spieler/58358,L1,27000000,32,2685,11,21,24,5,3,0,0,31,Fc Bayern Munchen
24,161056,27,joshua-kimmich,Joshua Kimmich,Germany,Germany,1995-02-08,Midfield,Defensive Midfield,Right,177,https://www.transfermarkt.co.uk/joshua-kimmich/profil/spieler/161056,L1,81000000,27,2196,4,10,20,3,4,4,0,26,Fc Bayern Munchen
25,17259,27,manuel-neuer,Manuel Neuer,Germany,Germany,1986-03-27,Goalkeeper,Goalkeeper,Right,193,https://www.transfermarkt.co.uk/manuel-neuer/profil/spieler/17259,L1,16200000,33,2970,0,0,24,5,4,1,0,35,Fc Bayern Munchen
26,528833,23826,lazar-samardzic,Lazar Samardzic,Germany,Germany,2002-02-24,Midfield,Attacking Midfield,Left,184,https://www.transfermarkt.co.uk/lazar-samardzic/profil/spieler/528833,L1,2700000,7,197,0,1,4,0,3,0,0,19,Rasenballsport Leipzig
27,44017,27,javi-martinez,Javi Martinez,Spain,Spain,1988-09-02,Midfield,Defensive Midfield,Right,189,https://www.transfermarkt.co.uk/javi-martinez/profil/spieler/44017,L1,4500000,19,457,0,0,15,3,1,0,0,32,Fc Bayern Munchen
28,59016,27,david-alaba,David Alaba,Austria,Austria,1992-06-24,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/david-alaba/profil/spieler/59016,L1,49500000,32,2676,2,4,22,6,4,4,0,28,Fc Bayern Munchen
29,243714,27,kingsley-coman,Kingsley Coman,France,France,1996-06-13,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/kingsley-coman/profil/spieler/243714,L1,58500000,29,1762,5,12,19,6,4,1,0,24,Fc Bayern Munchen
30,38253,27,robert-lewandowski,Robert Lewandowski,Poland,Poland,1988-08-21,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/robert-lewandowski/profil/spieler/38253,L1,54000000,29,2463,41,7,20,5,4,4,0,32,Fc Bayern Munchen
31,503162,27,christopher-scott,Christopher Scott,Germany,Germany,2002-06-07,Midfield,Attacking Midfield,Right,179,https://www.transfermarkt.co.uk/christopher-scott/profil/spieler/503162,L1,1080000,2,32,0,0,1,1,0,0,0,19,Fc Bayern Munchen
32,296879,16,steffen-tigges,Steffen Tigges,Germany,Germany,1998-07-31,Attack,Centre-Forward,Left,193,https://www.transfermarkt.co.uk/steffen-tigges/profil/spieler/296879,L1,1080000,6,49,0,0,3,0,3,0,0,22,Borussia Dortmund
33,388067,16,stefan-drljaca,Stefan Drljaca,Germany,Germany,1999-04-20,Goalkeeper,Goalkeeper,Right,192,https://www.transfermarkt.co.uk/stefan-drljaca/profil/spieler/388067,L1,225000,0,0,0,0,0,0,0,0,0,22,Borussia Dortmund
34,102226,16,thorgan-hazard,Thorgan Hazard,Belgium,Belgium,1993-03-29,Attack,Left Winger,Right,175,https://www.transfermarkt.co.uk/thorgan-hazard/profil/spieler/102226,L1,24300000,16,654,1,3,11,1,4,0,0,28,Borussia Dortmund
35,538996,27,tanguy-nianzou,Tanguy Nianzou,France,France,2002-06-07,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/tanguy-nianzou/profil/spieler/538996,L1,9900000,6,115,0,0,4,1,1,1,1,19,Fc Bayern Munchen
36,35047,16,axel-witsel,Axel Witsel,Liège / Luik,Belgium,1989-01-12,Midfield,Defensive Midfield,Right,188,https://www.transfermarkt.co.uk/axel-witsel/profil/spieler/35047,L1,8100000,15,1130,0,0,9,1,5,4,0,32,Borussia Dortmund
37,91849,16,thomas-delaney,Thomas Delaney,Denmark,Denmark,1991-09-03,Midfield,Defensive Midfield,Left,182,https://www.transfermarkt.co.uk/thomas-delaney/profil/spieler/91849,L1,13500000,20,1289,1,1,14,1,5,6,0,29,Borussia Dortmund
38,467720,16,youssoufa-moukoko,Youssoufa Moukoko,Cameroon,Germany,2004-11-20,Attack,Centre-Forward,Left,179,https://www.transfermarkt.co.uk/youssoufa-moukoko/profil/spieler/467720,L1,16200000,14,412,3,0,4,4,6,0,0,16,Borussia Dortmund
39,39728,16,mats-hummels,Mats Hummels,Germany,Germany,1988-12-16,Defender,Centre-Back,Right,191,https://www.transfermarkt.co.uk/mats-hummels/profil/spieler/39728,L1,10800000,33,2816,5,0,19,4,10,6,0,32,Borussia Dortmund
40,284730,16,manuel-akanji,Manuel Akanji,Switzerland,Switzerland,1995-07-19,Defender,Centre-Back,Right,187,https://www.transfermarkt.co.uk/manuel-akanji/profil/spieler/284730,L1,27000000,28,2351,2,0,16,3,9,4,0,25,Borussia Dortmund
41,384745,16,tobias-raschl,Tobias Raschl,Germany,Germany,2000-02-21,Midfield,Central Midfield,Right,177,https://www.transfermarkt.co.uk/tobias-raschl/profil/spieler/384745,L1,630000,0,0,0,0,0,0,0,0,0,21,Borussia Dortmund
42,401173,16,jadon-sancho,Jadon Sancho,Camberwell,England,2000-03-25,Attack,Right Winger,Right,180,https://www.transfermarkt.co.uk/jadon-sancho/profil/spieler/401173,L1,90000000,26,2071,8,12,15,3,8,0,0,21,Borussia Dortmund
43,35208,16,marcel-schmelzer,Marcel Schmelzer,DDR,Germany,1988-01-22,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/marcel-schmelzer/profil/spieler/35208,L1,630000,0,0,0,0,0,0,0,0,0,33,Borussia Dortmund
44,119296,16,emre-can,Emre Can,Germany,Germany,1994-01-12,Midfield,Defensive Midfield,Right,186,https://www.transfermarkt.co.uk/emre-can/profil/spieler/119296,L1,23400000,28,2133,1,4,16,4,8,5,0,27,Borussia Dortmund
45,35207,16,marco-reus,Marco Reus,Germany,Germany,1989-05-31,Midfield,Attacking Midfield,Right,180,https://www.transfermarkt.co.uk/marco-reus/profil/spieler/35207,L1,11700000,32,2293,8,8,20,2,10,1,0,32,Borussia Dortmund
46,344598,16,dan-axel-zagadou,Dan Axel Zagadou,France,France,1999-06-03,Defender,Centre-Back,Left,196,https://www.transfermarkt.co.uk/dan-axel-zagadou/profil/spieler/344598,L1,16200000,9,273,0,0,5,2,2,0,0,22,Borussia Dortmund
47,59027,16,roman-burki,Roman Burki,Switzerland,Switzerland,1990-11-14,Goalkeeper,Goalkeeper,Right,187,https://www.transfermarkt.co.uk/roman-burki/profil/spieler/59027,L1,3600000,19,1665,0,0,10,2,7,0,0,30,Borussia Dortmund
48,418560,16,erling-haaland,Erling Haaland,England,Norway,2000-07-21,Attack,Centre-Forward,Left,194,https://www.transfermarkt.co.uk/erling-haaland/profil/spieler/418560,L1,117000000,28,2410,27,8,17,3,8,2,0,20,Borussia Dortmund
49,627226,16,reinier,Reinier,Distrito Federal do Brasil,Brazil,2002-01-19,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/reinier/profil/spieler/627226,L1,14400000,14,246,1,1,8,1,5,0,0,19,Borussia Dortmund
50,187492,16,julian-brandt,Julian Brandt,Germany,Germany,1996-05-02,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/julian-brandt/profil/spieler/187492,L1,18000000,31,1490,3,2,18,4,9,0,0,25,Borussia Dortmund
51,581678,16,jude-bellingham,Jude Bellingham,England,England,2003-06-29,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/jude-bellingham/profil/spieler/581678,L1,49500000,29,1702,1,3,16,4,9,6,0,17,Borussia Dortmund
52,100986,16,thomas-meunier,Thomas Meunier,Belgium,Belgium,1991-09-12,Defender,Right-Back,Right,191,https://www.transfermarkt.co.uk/thomas-meunier/profil/spieler/100986,L1,10800000,21,1474,1,1,13,2,6,3,0,29,Borussia Dortmund
53,429874,16,ansgar-knauff,Ansgar Knauff,Germany,Germany,2002-01-10,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/ansgar-knauff/profil/spieler/429874,L1,2700000,4,68,1,1,2,1,1,0,0,19,Borussia Dortmund
54,25727,16,lukasz-piszczek,Lukasz Piszczek,Poland,Poland,1985-06-03,Defender,Right-Back,Right,184,https://www.transfermarkt.co.uk/lukasz-piszczek/profil/spieler/25727,L1,675000,11,451,0,0,11,0,0,0,0,36,Borussia Dortmund
55,190685,27,bouna-sarr,Bouna Sarr,France,France,1992-01-31,Defender,Right-Back,Right,177,https://www.transfermarkt.co.uk/bouna-sarr/profil/spieler/190685,L1,3600000,10,525,0,1,0,1,1,1,0,29,Fc Bayern Munchen
56,274461,16,felix-passlack,Felix Passlack,Germany,Germany,1998-05-29,Defender,Right-Back,Right,170,https://www.transfermarkt.co.uk/felix-passlack/profil/spieler/274461,L1,2250000,7,358,1,0,6,0,1,0,0,23,Borussia Dortmund
57,166601,27,niklas-sule,Niklas Sule,Germany,Germany,1995-09-03,Defender,Centre-Back,Right,195,https://www.transfermarkt.co.uk/niklas-sule/profil/spieler/166601,L1,31500000,20,1503,1,0,15,3,2,1,0,25,Fc Bayern Munchen
58,191422,16,mahmoud-dahoud,Mahmoud Dahoud,Syria,Germany,1996-01-01,Midfield,Central Midfield,Right,178,https://www.transfermarkt.co.uk/mahmoud-dahoud/profil/spieler/191422,L1,14400000,21,1261,1,1,14,3,4,2,0,25,Borussia Dortmund
59,504215,16,giovanni-reyna,Giovanni Reyna,England,United States,2002-11-13,Midfield,Attacking Midfield,Right,185,https://www.transfermarkt.co.uk/giovanni-reyna/profil/spieler/504215,L1,34200000,32,1981,4,6,20,3,9,1,0,18,Borussia Dortmund
60,424204,27,alphonso-davies,Alphonso Davies,Ghana,Canada,2000-11-02,Defender,Left-Back,Left,183,https://www.transfermarkt.co.uk/alphonso-davies/profil/spieler/424204,L1,63000000,23,1769,1,2,16,3,4,2,1,20,Fc Bayern Munchen
61,336869,27,marc-roca,Marc Roca,Spain,Spain,1996-11-26,Midfield,Defensive Midfield,Left,184,https://www.transfermarkt.co.uk/marc-roca/profil/spieler/336869,L1,9000000,6,175,0,0,4,1,1,1,0,24,Fc Bayern Munchen
62,190393,27,corentin-tolisso,Corentin Tolisso,Département Rhône,France,1994-08-03,Midfield,Central Midfield,Right,181,https://www.transfermarkt.co.uk/corentin-tolisso/profil/spieler/190393,L1,18000000,16,779,1,0,12,3,1,1,1,26,Fc Bayern Munchen
63,195778,27,alexander-nubel,Alexander Nubel,Germany,Germany,1996-09-30,Goalkeeper,Goalkeeper,Right,193,https://www.transfermarkt.co.uk/alexander-nubel/profil/spieler/195778,L1,5400000,1,90,0,0,0,1,0,0,0,24,Fc Bayern Munchen
64,59238,16,marwin-hitz,Marwin Hitz,Switzerland,Switzerland,1987-09-18,Goalkeeper,Goalkeeper,Right,194,https://www.transfermarkt.co.uk/marwin-hitz/profil/spieler/59238,L1,1530000,16,1395,0,0,11,2,3,1,0,33,Borussia Dortmund
65,170986,16,raphael-guerreiro,Raphael Guerreiro,France,Portugal,1993-12-22,Defender,Left-Back,Left,170,https://www.transfermarkt.co.uk/raphael-guerreiro/profil/spieler/170986,L1,36000000,27,2222,5,11,17,2,8,1,0,27,Borussia Dortmund
66,346900,60,nishan-burkart,Nishan Burkart,Switzerland,Switzerland,2000-01-31,Attack,Centre-Forward,Right,175,https://www.transfermarkt.co.uk/nishan-burkart/profil/spieler/346900,L1,270000,1,14,0,0,0,0,1,0,0,21,Sc Freiburg
67,335457,60,ermedin-demirovic,Ermedin Demirovic,Germany,Bosnia-Herzegovina,1998-03-25,Attack,Centre-Forward,Right,185,https://www.transfermarkt.co.uk/ermedin-demirovic/profil/spieler/335457,L1,10800000,30,1507,5,10,11,9,10,7,0,23,Sc Freiburg
68,329373,60,carlo-boukhalfa,Carlo Boukhalfa,Germany,Germany,1999-05-03,Midfield,Defensive Midfield,Left,185,https://www.transfermarkt.co.uk/carlo-boukhalfa/profil/spieler/329373,L1,270000,0,0,0,0,0,0,0,0,0,22,Sc Freiburg
69,388513,16,mateu-morey-bauza,Mateu Morey Bauza,Spain,Spain,2000-03-02,Defender,Right-Back,Right,173,https://www.transfermarkt.co.uk/mateu-morey-bauza/profil/spieler/388513,L1,6300000,13,834,0,3,8,1,4,1,0,21,Borussia Dortmund
70,342039,60,yannik-keitel,Yannik Keitel,Germany,Germany,2000-02-15,Midfield,Defensive Midfield,Both,186,https://www.transfermarkt.co.uk/yannik-keitel/profil/spieler/342039,L1,1800000,12,495,0,0,4,3,5,1,0,21,Sc Freiburg
71,332798,60,roland-sallai,Roland Sallai,Hungary,Hungary,1997-05-22,Attack,Right Winger,Both,182,https://www.transfermarkt.co.uk/roland-sallai/profil/spieler/332798,L1,11700000,28,1673,8,6,10,7,11,5,0,24,Sc Freiburg
72,93604,60,lukas-kubler,Lukas Kubler,Germany,Germany,1992-08-30,Defender,Right-Back,Right,181,https://www.transfermarkt.co.uk/lukas-kubler/profil/spieler/93604,L1,1350000,19,888,0,1,9,3,7,2,0,28,Sc Freiburg
73,120296,60,benjamin-uphoff,Benjamin Uphoff,Germany,Germany,1993-08-08,Goalkeeper,Goalkeeper,Right,191,https://www.transfermarkt.co.uk/benjamin-uphoff/profil/spieler/120296,L1,450000,0,0,0,0,0,0,0,0,0,27,Sc Freiburg
74,42936,60,nils-petersen,Nils Petersen,DDR,Germany,1988-12-06,Attack,Centre-Forward,Right,188,https://www.transfermarkt.co.uk/nils-petersen/profil/spieler/42936,L1,2700000,32,1290,8,1,10,9,13,0,0,32,Sc Freiburg
75,372267,60,guus-til,Guus Til,Zambia,Netherlands,1997-12-22,Midfield,Attacking Midfield,Right,186,https://www.transfermarkt.co.uk/guus-til/profil/spieler/372267,L1,4050000,7,120,0,0,2,1,4,1,0,23,Sc Freiburg
76,225657,60,philipp-lienhart,Philipp Lienhart,Austria,Austria,1996-07-11,Defender,Centre-Back,Right,189,https://www.transfermarkt.co.uk/philipp-lienhart/profil/spieler/225657,L1,12600000,34,2993,4,0,12,9,13,4,0,24,Sc Freiburg
77,55099,60,nicolas-hofler,Nicolas Hofler,Germany,Germany,1990-03-09,Midfield,Defensive Midfield,Right,181,https://www.transfermarkt.co.uk/nicolas-hofler/profil/spieler/55099,L1,2250000,31,2730,1,4,12,8,11,11,0,31,Sc Freiburg
78,110036,60,dominique-heintz,Dominique Heintz,Germany,Germany,1993-08-15,Defender,Centre-Back,Left,188,https://www.transfermarkt.co.uk/dominique-heintz/profil/spieler/110036,L1,4500000,21,1366,0,0,5,7,9,3,0,27,Sc Freiburg
79,281963,27,lucas-hernandez,Lucas Hernandez,France,France,1996-02-14,Defender,Left-Back,Left,184,https://www.transfermarkt.co.uk/lucas-hernandez/profil/spieler/281963,L1,40500000,23,1600,0,3,19,3,1,4,0,25,Fc Bayern Munchen
80,177779,60,janik-haberer,Janik Haberer,Germany,Germany,1994-04-02,Midfield,Central Midfield,Right,186,https://www.transfermarkt.co.uk/janik-haberer/profil/spieler/177779,L1,4500000,14,480,0,0,5,3,6,1,0,27,Sc Freiburg
81,85867,16,nico-schulz,Nico Schulz,Germany,Germany,1993-04-01,Defender,Left-Back,Left,180,https://www.transfermarkt.co.uk/nico-schulz/profil/spieler/85867,L1,5400000,13,603,0,0,6,3,4,1,0,28,Borussia Dortmund
82,248999,60,lucas-holer,Lucas Holer,Germany,Germany,1994-07-10,Attack,Centre-Forward,Right,184,https://www.transfermarkt.co.uk/lucas-holer/profil/spieler/248999,L1,3600000,33,2094,4,5,12,9,12,5,0,26,Sc Freiburg
83,259350,60,chang-hoon-kwon,Chang Hoon Kwon,"Korea, South","Korea, South",1994-06-30,Attack,Right Winger,Left,173,https://www.transfermarkt.co.uk/chang-hoon-kwon/profil/spieler/259350,L1,1800000,12,207,0,0,3,3,6,2,0,26,Sc Freiburg
84,353366,27,benjamin-pavard,Benjamin Pavard,France,France,1996-03-28,Defender,Right-Back,Right,186,https://www.transfermarkt.co.uk/benjamin-pavard/profil/spieler/353366,L1,31500000,24,1943,0,0,17,4,3,3,0,25,Fc Bayern Munchen
85,413843,60,keven-schlotterbeck,Keven Schlotterbeck,Germany,Germany,1997-04-28,Defender,Centre-Back,Left,189,https://www.transfermarkt.co.uk/keven-schlotterbeck/profil/spieler/413843,L1,6750000,24,1648,0,0,11,4,9,3,0,24,Sc Freiburg
86,297583,60,woo-yeong-jeong,Woo Yeong Jeong,"Korea, South","Korea, South",1999-09-20,Attack,Right Winger,Right,179,https://www.transfermarkt.co.uk/woo-yeong-jeong/profil/spieler/297583,L1,2700000,26,814,4,0,9,7,10,0,0,21,Sc Freiburg
87,70285,60,jonathan-schmid,Jonathan Schmid,France,France,1990-06-22,Defender,Right-Back,Right,180,https://www.transfermarkt.co.uk/jonathan-schmid/profil/spieler/70285,L1,2700000,31,2399,2,2,11,8,12,4,0,30,Sc Freiburg
88,388815,16,luca-unbehaun,Luca Unbehaun,Germany,Germany,2001-02-27,Goalkeeper,Goalkeeper,Right,185,https://www.transfermarkt.co.uk/luca-unbehaun/profil/spieler/388815,L1,1350000,0,0,0,0,0,0,0,0,0,20,Borussia Dortmund
89,392775,533,ryan-sessegnon,Ryan Sessegnon,Roehampton,England,2000-05-18,Defender,Left-Back,Left,178,https://www.transfermarkt.co.uk/ryan-sessegnon/profil/spieler/392775,L1,16200000,23,1573,2,3,7,8,8,4,0,21,Tsg 1899 Hoffenheim
90,185077,60,vincenzo-grifo,Vincenzo Grifo,Germany,Italy,1993-04-07,Attack,Left Winger,Right,180,https://www.transfermarkt.co.uk/vincenzo-grifo/profil/spieler/185077,L1,10800000,31,2329,9,10,11,9,11,2,0,28,Sc Freiburg
91,143798,533,pavel-kaderabek,Pavel Kaderabek,Czech Republic,Czech Republic,1992-04-25,Defender,Right-Back,Right,182,https://www.transfermarkt.co.uk/pavel-kaderabek/profil/spieler/143798,L1,7200000,20,1587,0,4,8,6,6,3,0,29,Tsg 1899 Hoffenheim
92,270393,533,robert-skov,Robert Skov,Spain,Denmark,1996-05-20,Attack,Right Winger,Left,185,https://www.transfermarkt.co.uk/robert-skov/profil/spieler/270393,L1,9000000,23,1166,1,0,7,7,9,0,1,25,Tsg 1899 Hoffenheim
93,207006,533,joshua-brenet,Joshua Brenet,Netherlands,Netherlands,1994-03-20,Defender,Right-Back,Right,181,https://www.transfermarkt.co.uk/joshua-brenet/profil/spieler/207006,L1,720000,1,1,0,0,1,0,0,0,0,27,Tsg 1899 Hoffenheim
94,285323,60,baptiste-santamaria,Baptiste Santamaria,France,France,1995-03-09,Midfield,Defensive Midfield,Right,183,https://www.transfermarkt.co.uk/baptiste-santamaria/profil/spieler/285323,L1,13500000,33,2491,1,2,2,0,1,6,0,26,Sc Freiburg
95,578539,533,chris-richards,Chris Richards,United States,United States,2000-03-28,Defender,Centre-Back,Both,188,https://www.transfermarkt.co.uk/chris-richards/profil/spieler/578539,L1,6750000,14,1035,0,2,3,4,4,1,0,21,Tsg 1899 Hoffenheim
96,324278,533,christoph-baumgartner,Christoph Baumgartner,Austria,Austria,1999-08-01,Midfield,Attacking Midfield,Right,180,https://www.transfermarkt.co.uk/christoph-baumgartner/profil/spieler/324278,L1,19800000,31,2380,6,5,10,8,13,7,0,21,Tsg 1899 Hoffenheim
97,195736,533,florian-grillitsch,Florian Grillitsch,Austria,Austria,1995-08-07,Midfield,Defensive Midfield,Right,187,https://www.transfermarkt.co.uk/florian-grillitsch/profil/spieler/195736,L1,16200000,26,1882,2,2,8,8,10,6,0,25,Tsg 1899 Hoffenheim
98,237164,533,ihlas-bebou,Ihlas Bebou,"Präfektur Assoli, Kara",Togo,1994-04-23,Attack,Right Winger,Right,183,https://www.transfermarkt.co.uk/ihlas-bebou/profil/spieler/237164,L1,14400000,32,2203,9,8,11,9,12,3,0,27,Tsg 1899 Hoffenheim
99,223974,533,stefan-posch,Stefan Posch,Austria,Austria,1997-05-14,Defender,Centre-Back,Right,188,https://www.transfermarkt.co.uk/stefan-posch/profil/spieler/223974,L1,11700000,26,2123,0,0,8,9,9,11,0,24,Tsg 1899 Hoffenheim
100,160241,533,kevin-akpoguma,Kevin Akpoguma,Germany,Nigeria,1995-04-19,Defender,Centre-Back,Right,192,https://www.transfermarkt.co.uk/kevin-akpoguma/profil/spieler/160241,L1,4500000,16,1186,1,1,4,5,7,1,0,26,Tsg 1899 Hoffenheim
101,476915,533,melayro-bogarde,Melayro Bogarde,Netherlands,Netherlands,2002-05-28,Defender,Centre-Back,Right,184,https://www.transfermarkt.co.uk/melayro-bogarde/profil/spieler/476915,L1,2250000,9,274,0,1,5,0,4,1,0,19,Tsg 1899 Hoffenheim
102,450234,533,marco-john,Marco John,Germany,Germany,2002-04-02,Midfield,Left Midfield,Left,182,https://www.transfermarkt.co.uk/marco-john/profil/spieler/450234,L1,3600000,14,998,0,0,5,4,5,1,0,19,Tsg 1899 Hoffenheim
103,111039,533,ishak-belfodil,Ishak Belfodil,Algeria,Algeria,1992-01-12,Attack,Centre-Forward,Right,192,https://www.transfermarkt.co.uk/ishak-belfodil/profil/spieler/111039,L1,2520000,14,595,0,1,2,1,11,0,0,29,Tsg 1899 Hoffenheim
104,57051,533,sebastian-rudy,Sebastian Rudy,Germany,Germany,1990-02-28,Midfield,Defensive Midfield,Right,180,https://www.transfermarkt.co.uk/sebastian-rudy/profil/spieler/57051,L1,2700000,27,1861,1,3,8,6,11,4,0,31,Tsg 1899 Hoffenheim
105,523913,533,gabriel-haider,Gabriel Haider,Austria,Austria,2002-06-18,Defender,Centre-Back,,184,https://www.transfermarkt.co.uk/gabriel-haider/profil/spieler/523913,L1,135000,0,0,0,0,0,0,0,0,0,18,Tsg 1899 Hoffenheim
